"","PeriodID","PeriodValue","Latitude","Longitude","SentimentType","Type","EntityName"
"509",28,"25 Dec 2014",42.331427,-83.0457538,-1,"N","Joe Biden"
"510",28,"25 Dec 2014",-10.9472468,-37.0730823,1,"P","Joe Biden"
"511",28,"25 Dec 2014",-16.9697494,-48.9517535,1,"P","Joe Biden"
"512",28,"25 Dec 2014",31.9685988,-99.9018131,1,"P","Joe Biden"
"513",28,"25 Dec 2014",27.6648274,-81.5157535,0,"O","Joe Biden"
"514",28,"25 Dec 2014",43.8041334,-120.5542012,-1,"N","Joe Biden"
"515",28,"25 Dec 2014",38.3565773,-121.9877444,1,"P","Joe Biden"
"516",28,"25 Dec 2014",38.3565773,-121.9877444,1,"P","Joe Biden"
"517",28,"25 Dec 2014",40.6331249,-89.3985283,0,"O","Joe Biden"
"518",28,"25 Dec 2014",41.3747744,-83.6513229,1,"P","Joe Biden"
"519",28,"25 Dec 2014",47.6062095,-122.3320708,1,"P","Joe Biden"
"520",28,"25 Dec 2014",40.7967667,-74.4815438,-1,"N","Joe Biden"
"521",28,"25 Dec 2014",41.1419768,-87.8611535,1,"P","Joe Biden"
"522",28,"25 Dec 2014",42.6220235,-73.8326232,1,"P","Joe Biden"
"523",28,"25 Dec 2014",40.7282239,-73.7948516,1,"P","Joe Biden"
"524",28,"25 Dec 2014",27.6648274,-81.5157535,1,"P","Joe Biden"
"525",28,"25 Dec 2014",42.2389857,-71.3697813,1,"P","Joe Biden"
"526",28,"25 Dec 2014",41.8781136,-87.6297982,-1,"N","Joe Biden"
"527",28,"25 Dec 2014",41.8781136,-87.6297982,-1,"N","Joe Biden"
"528",28,"25 Dec 2014",41.5726229,-72.6408139,-1,"N","Joe Biden"
"529",28,"25 Dec 2014",40.7282239,-73.7948516,1,"P","Joe Biden"
"530",28,"25 Dec 2014",42.3584865,-71.060097,-1,"N","Joe Biden"
"531",28,"25 Dec 2014",45.3565074,-122.840098,-1,"N","Joe Biden"
"532",28,"25 Dec 2014",30.5082551,-97.678896,1,"P","Joe Biden"
